id,product_id,type,cpu,hertz,cores,gpu,ram,ram_type,ssd,drive_size,extra,created_at
498,100024345,ноутбук,intel core i5 9300h,2400,4,nvidia geforce rtx 2060 6gb,8,DDR4,true,1128,"{""Вес"": ""2.8 кг"", ""Тип"": ""ноутбук"", ""Звук"": ""микрофон, колонки"", ""Цвет"": ""черный"", ""Входы"": ""микрофонный/выход на наушники Combo"", ""Выходы"": ""HDMI, USB"", ""Камера"": ""есть, веб-камера"", ""Процессор"": ""Intel Core i5 9300H"", ""Видеокарта"": ""NVIDIA GeForce RTX 2060 6Gb"", ""Поддержка 3D"": ""нет"", ""Сетевая карта"": ""встроенная сетевая карта, 1000 Мбит/c"", ""Габариты (ДхШхТ)"": ""404x295.8x25 мм"", ""Диагональ экрана"": ""17.3 дюйм"", ""Разрешение экрана"": ""1920x1080, широкоформатный"", ""Тип жесткого диска"": ""HDD+SSD"", ""Беспроводная связь"": ""Wi-FI 802.11ac, Bluetooth 4.0"", ""Оперативная память"": ""8 GB DDR4"", ""Производительность"": ""2400 МГц, 4 ядра"", ""Клавиатура и управление"": ""Touchpad"", ""Общий объем накопителей"": ""1128 ГБ"", ""Объем второго накопителя"": ""128 ГБ"", ""Объем первого накопителя"": ""1000 ГБ"", ""Поддерживаемые карты памяти"": ""SD, SDHC, SDXC"", ""Устройство для чтения Flash-карт"": ""да""}",2020-04-29
500,100024668,ноутбук,intel core i3 8145u,2100,2,intel uhd graphics 620,4,DDR4,false,1000,"{""Вес"": ""1.95 кг"", ""Тип"": ""ноутбук"", ""Звук"": ""микрофон, колонки"", ""Цвет"": ""серебристый"", ""Входы"": ""микрофонный/выход на наушники Combo"", ""Выходы"": ""HDMI"", ""Камера"": ""есть"", ""Процессор"": ""Intel Core i3 8145U"", ""Видеокарта"": ""встроенная видеокарта Intel UHD Graphics 620"", ""Поддержка 3D"": ""нет"", ""Аккумулятор"": ""42 Вт*ч"", ""Объем кэша L3"": ""4 Мб"", ""Сенсорный экран"": ""нет"", ""Диагональ экрана"": ""15.6 дюйм"", ""Оптический привод"": ""отсутствует"", ""Разрешение экрана"": ""1920x1080, широкоформатный"", ""Тип жесткого диска"": ""HDD"", ""Беспроводная связь"": ""Wi-Fi 802.11ac, Bluetooth 4.0"", ""Оперативная память"": ""4 Гб, DDR4"", ""Производительность"": ""2100 МГц, 2 ядра"", ""Операционная система"": ""Win 10"", ""Общий объем накопителей"": ""1000 ГБ"", ""Объем первого накопителя"": ""1000 ГБ"", ""Количество интерфейсов USB 2.0"": ""1"", ""Количество интерфейсов USB 3.1"": ""2"", ""Светодиодная подсветка экрана"": ""да""}",2020-04-29
501,1306251,ноутбук,intel core i5 8265u,1600,4,nvidia geforce mx150 + intel hd graphics 620,8,DDR3,true,512,"{""Вес"": ""1.3 кг"", ""Тип"": ""ноутбук"", ""Звук"": ""микрофон, колонки"", ""Цвет"": ""серебристый"", ""Входы"": ""микрофонный/выход на наушники Combo"", ""Камера"": ""веб-камера"", ""Процессор"": ""Intel Core i5 8265U"", ""Видеокарта"": ""дискретная видеокарта NVIDIA GeForce MX150 + встроенная видеокарта Intel HD Graphics 620"", ""Интерфейсы"": ""USB Type-C"", ""Поддержка 3D"": ""нет"", ""Объем кэша L3"": ""6 Мб"", ""Частота памяти"": ""1866 МГц"", ""Габариты (ДхШхТ)"": ""305x215x14 мм"", ""Диагональ экрана"": ""13.3 дюйм"", ""Оптический привод"": ""отсутствует"", ""Разрешение экрана"": ""1920x1080, широкоформатный"", ""Тип жесткого диска"": ""SSD"", ""Беспроводная связь"": ""Wi-Fi 802.11ac/b/g/n, Bluetooth 4.2"", ""Оперативная память"": ""8 Гб, DDR3"", ""Производительность"": ""1600 МГц, 4 ядра"", ""Операционная система"": ""Win 10"", ""Клавиатура и управление"": ""Touchpad"", ""Общий объем накопителей"": ""512 ГБ"", ""Объем первого накопителя"": ""512 ГБ"", ""Количество интерфейсов USB 3.1"": ""4"", ""Поддерживаемые карты памяти"": ""SD, SDHC"", ""Устройство для чтения Flash-карт"": ""да"", ""Светодиодная подсветка экрана"": ""да""}",2020-04-29
502,1307163,ноутбук,intel core i3 8145u,2100,2,intel uhd graphics 620,4,DDR4,true,128,"{""Вес"": ""1.6 кг"", ""Тип"": ""ноутбук"", ""Звук"": ""микрофон, колонки"", ""Цвет"": ""серебристый"", ""Входы"": ""микрофонный/выход на наушники Combo"", ""Выходы"": ""HDMI, RJ-45"", ""Камера"": ""веб-камера"", ""Процессор"": ""Intel Core i3 8145U"", ""Тип экрана"": ""матовый"", ""Видеокарта"": ""встроенная видеокарта Intel UHD Graphics 620"", ""Интерфейсы"": ""USB Type-C"", ""Аккумулятор"": ""Li-Ion 45 Вт⋅ч, 3 ячейки батареи"", ""Видеопамять"": ""SMA"", ""Объем кэша L2"": ""512 Кб"", ""Объем кэша L3"": ""4 Мб"", ""Время работы"": ""13.25 ч"", ""Сетевая карта"": ""встроенная, 1000 Мбит/c"", ""Частота памяти"": ""2400 МГц"", ""Габариты (ДхШхТ)"": ""324.2x237.7x18 мм"", ""Сенсорный экран"": ""нет"", ""Диагональ экрана"": ""14 дюйм"", ""Оптический привод"": ""отсутствует"", ""Разрешение экрана"": ""1366x768, широкоформатный"", ""Тип жесткого диска"": ""SSD"", ""Беспроводная связь"": ""Wi-Fi 802.11ac, Bluetooth 5.0"", ""Оперативная память"": ""4 Гб DDR4"", ""Производительность"": ""2100 МГц, 2 ядра"", ""Интерфейс накопителя"": ""M.2"", ""Операционная система"": ""Windows 10"", ""Клавиатура и управление"": ""Touchpad"", ""Общий объем накопителей"": ""128 ГБ"", ""Количество слотов памяти"": ""2"", ""Объем первого накопителя"": ""128 ГБ"", ""Количество интерфейсов USB 3.0"": ""1"", ""Количество интерфейсов USB 3.1"": ""2"", ""Поддерживаемые карты памяти"": ""SD, SDHC, SDXC"", ""Устройство для чтения Flash-карт"": ""да"", ""Светодиодная подсветка экрана"": ""да""}",2020-04-29
503,1306451,ноутбук,intel core m3 7y32,1200,2,intel hd graphics 615,8,,true,256,"{""Вес"": ""0.92 кг"", ""Тип"": ""ноутбук"", ""Цвет"": ""золотистый"", ""Входы"": ""микрофонный/выход на наушники Combo"", ""Выходы"": ""HDMI"", ""Процессор"": ""Intel Core m3 7Y32"", ""Тип экрана"": ""глянцевый"", ""Видеокарта"": ""Intel HD Graphics 615"", ""Интерфейсы"": ""Thunderbolt 1, USB Type-C"", ""Объем кэша L3"": ""4 Мб"", ""Время работы"": ""10 ч"", ""Частота памяти"": ""1866 МГц"", ""Габариты (ДхШхТ)"": ""197x280x13 мм"", ""Диагональ экрана"": ""12 дюйм"", ""Разрешение экрана"": ""2304x1440"", ""Тип жесткого диска"": ""SSD"", ""Оперативная память"": ""8 Гб"", ""Производительность"": ""1200 МГц, 2 ядра"", ""Операционная система"": ""MacOS X"", ""Общий объем накопителей"": ""256 ГБ"", ""Светодиодная подсветка экрана"": ""да""}",2020-04-29
504,1305086,ноутбук,"",,,,,,true,512,"{""Вес"": ""0.92 кг"", ""Тип"": ""ноутбук"", ""Цвет"": ""золотистый"", ""Тип экрана"": ""TFT IPS"", ""Поддержка 3D"": ""нет"", ""Время работы"": ""12 ч"", ""Частота памяти"": ""1866 МГц"", ""Диагональ экрана"": ""12 дюйм"", ""Оптический привод"": ""отсутствует"", ""Тип жесткого диска"": ""SSD"", ""Общий объем накопителей"": ""512 ГБ"", ""Объем первого накопителя"": ""512 ГБ"", ""Подключение к док-станции"": ""нет"", ""Светодиодная подсветка экрана"": ""нет""}",2020-04-29
505,1306120,трансформер,intel core i7 8550u,1800,4,intel hd graphics 620,6,LPDDR3,false,1000,"{""Вес"": ""1.42 кг"", ""Тип"": ""трансформер"", ""Цвет"": ""черный"", ""Процессор"": ""Intel Core i7 8550U"", ""Видеокарта"": ""встроенная видеокарта Intel HD Graphics 620"", ""Аккумулятор"": ""15 часов"", ""Частота памяти"": ""1866 МГц"", ""Сенсорный экран"": ""есть, мультитач"", ""Диагональ экрана"": ""14 дюйм"", ""Разрешение экрана"": ""1920x1080, широкоформатный"", ""Тип жесткого диска"": ""HDD"", ""Оперативная память"": ""16 ГБ, LPDDR3"", ""Производительность"": ""1800 МГц, 4 ядра"", ""Операционная система"": ""Win 10 Pro"", ""Общий объем накопителей"": ""1000 ГБ"", ""Светодиодная подсветка экрана"": ""да""}",2020-04-29
506,1307126,ноутбук,intel core i5 9300h,2400,4,nvidia geforce gtx 1660 ti + intel uhd graphics 630,8,DDR4,true,512,"{""Вес"": ""2.4 кг"", ""Тип"": ""ноутбук"", ""Звук"": ""микрофон, колонки"", ""Цвет"": ""черный"", ""Входы"": ""микрофонный/выход на наушники Combo"", ""Выходы"": ""HDMI, Mini DisplayPort, RJ-45"", ""Камера"": ""веб-камера"", ""Процессор"": ""Intel Core i5 9300H"", ""Тип экрана"": ""матовый"", ""Видеокарта"": ""дискретная видеокарта NVIDIA GeForce GTX 1660 Ti + встроенная видеокарта Intel UHD Graphics 630"", ""Интерфейсы"": ""Thunderbolt 3"", ""Поддержка 3D"": ""нет"", ""Аккумулятор"": ""Li-Ion, 70 Втч"", ""Видеопамять"": ""6144 Мб"", ""Объем кэша L3"": ""8 Мб"", ""Сетевая карта"": ""LAN 10/100/1000 Мбит/c"", ""Частота памяти"": ""2666 МГц"", ""Габариты (ДхШхТ)"": ""263x360x30 мм"", ""Сенсорный экран"": ""нет"", ""Диагональ экрана"": ""15.6 дюйм"", ""Оптический привод"": ""отсутствует"", ""Разрешение экрана"": ""1920x1080, широкоформатный"", ""Тип жесткого диска"": ""SSD"", ""Беспроводная связь"": ""Wi-Fi 802.11ac/b/g/n, Bluetooth"", ""Оперативная память"": ""8 Гб, DDR4"", ""Производительность"": ""2400 МГц, 4 ядра"", ""Операционная система"": ""DOS"", ""Клавиатура и управление"": ""подсветка клавиатуры"", ""Общий объем накопителей"": ""512 ГБ"", ""Количество слотов памяти"": ""2"", ""Объем первого накопителя"": ""512 ГБ"", ""Количество интерфейсов USB 3.0"": ""3"", ""Светодиодная подсветка экрана"": ""да""}",2020-04-29
507,1307165,ноутбук,intel core i5 8265u,1600,,intel uhd graphics 620,8,DDR4,true,512,"{""Вес"": ""2.1 кг"", ""Тип"": ""ноутбук"", ""Звук"": ""микрофон, колонки"", ""Цвет"": ""черный"", ""Входы"": ""микрофонный/выход на наушники Combo"", ""Выходы"": ""HDMI"", ""Камера"": ""веб-камера"", ""Процессор"": ""Intel Core i5 8265U"", ""Видеокарта"": ""встроенная видеокарта Intel UHD Graphics 620"", ""Интерфейсы"": ""USB Type-C"", ""Сенсорный экран"": ""нет"", ""Диагональ экрана"": ""15.6 дюйм"", ""Разрешение экрана"": ""1920x1080, широкоформатный"", ""Тип жесткого диска"": ""SSD"", ""Беспроводная связь"": ""Wi-Fi, Bluetooth"", ""Оперативная память"": ""8 Гб, DDR4"", ""Производительность"": ""1600 МГц"", ""Операционная система"": ""Win 10"", ""Общий объем накопителей"": ""512 ГБ"", ""Объем первого накопителя"": ""512 ГБ"", ""Количество интерфейсов USB 3.1"": ""2"", ""Поддерживаемые карты памяти"": ""microSD"", ""Устройство для чтения Flash-карт"": ""да"", ""Светодиодная подсветка экрана"": ""да""}",2020-04-29
508,100172107,ноутбук,intel core i7 8565u,1800,4,intel uhd graphics 620,6,DDR4,true,512,"{""Вес"": ""1.5 кг"", ""Тип"": ""ноутбук"", ""Звук"": ""микрофон, колонки"", ""Цвет"": ""черный"", ""Входы"": ""микрофонный/выход на наушники Combo"", ""Выходы"": ""HDMI, RJ-45"", ""Камера"": ""есть"", ""Процессор"": ""Intel Core i7 8565U"", ""Тип экрана"": ""матовый"", ""Видеокарта"": ""встроенная Intel UHD Graphics 620"", ""Интерфейсы"": ""USB Type-C"", ""Аккумулятор"": ""50 Втч"", ""Время работы"": ""16 ч"", ""Сетевая карта"": ""встроенная сетевая карта, 1000 Мбит/c"", ""Частота памяти"": ""2400 МГц"", ""Габариты (ДхШхТ)"": ""329x227x18.9 мм"", ""Сенсорный экран"": ""нет"", ""Диагональ экрана"": ""14 дюйм"", ""Оптический привод"": ""отсутствует"", ""Разрешение экрана"": ""1920x1080, широкоформатный"", ""Тип жесткого диска"": ""SSD"", ""Беспроводная связь"": ""Wi-Fi 802.11ac, Bluetooth 5.0"", ""Оперативная память"": ""16 Гб, DDR4"", ""Производительность"": ""1800 МГц, 4 ядра"", ""Операционная система"": ""Windows 10 Pro"", ""Клавиатура и управление"": ""Touchpad, подсветка клавиатуры"", ""Общий объем накопителей"": ""512 ГБ"", ""Количество интерфейсов USB 3.1"": ""2"", ""Поддерживаемые карты памяти"": ""microSD"", ""Устройство для чтения Flash-карт"": ""да""}",2020-04-29
509,100018515,ноутбук,intel core i5 8265u,,,nvidia geforce mx250,8,DDR4,true,256,"{""Вес"": ""1.2 кг"", ""Тип"": ""ноутбук"", ""Звук"": ""микрофон, колонки"", ""Цвет"": ""серебристый"", ""Входы"": ""микрофонный/выход на наушники Combo"", ""Камера"": ""есть, веб-камера"", ""Процессор"": ""Intel Core i5 8265U"", ""Тип экрана"": ""глянцевый"", ""Видеокарта"": ""NVIDIA GeForce MX250 (дискретная)"", ""Интерфейсы"": ""USB 3.1, USB Type-C"", ""Аккумулятор"": ""Li-Pol 4 ячейки"", ""Видеопамять"": ""2 Гб GDDR5"", ""Объем кэша L2"": ""1 Мб"", ""Объем кэша L3"": ""6 Мб"", ""Время работы"": ""25.5 ч"", ""Частота памяти"": ""2400 МГц"", ""Габариты (ДхШхТ)"": ""307x211.5x14.7 мм"", ""Диагональ экрана"": ""13.3 дюйм"", ""Разрешение экрана"": ""1920x1080, широкоформатный"", ""Тип жесткого диска"": ""SSD"", ""Беспроводная связь"": ""Wi-Fi IEEE 802.11ac, 802.11b, Bluetooth 5.0"", ""Оперативная память"": ""8 Гб, DDR4"", ""Особенности корпуса"": ""металлический"", ""Интерфейс накопителя"": ""M.2"", ""Клавиатура и управление"": ""Touchpad, подсветка клавиатуры"", ""Общий объем накопителей"": ""256 ГБ"", ""Поддерживаемые карты памяти"": ""SD, SDHC, SDXC""}",2020-04-29
510,1305215,ультрабук,intel core m3,1200,2,intel hd graphics 615,8,DDR3,true,256,"{""Вес"": ""0.91 кг"", ""Тип"": ""ультрабук"", ""Звук"": ""микрофон, колонки"", ""Цвет"": ""серый"", ""Входы"": ""микрофонный/выход на наушники Combo"", ""Камера"": ""есть"", ""Процессор"": ""Intel Core m3"", ""Видеокарта"": ""встроенная видеокарта Intel HD Graphics 615"", ""Интерфейсы"": ""USB Type-C"", ""Поддержка 3D"": ""нет"", ""Объем кэша L3"": ""4 Мб"", ""Время работы"": ""10 ч"", ""Частота памяти"": ""1866 МГц"", ""Габариты (ДхШхТ)"": ""280x196x13.1 мм"", ""Диагональ экрана"": ""12 дюйм"", ""Оптический привод"": ""отсутствует"", ""Разрешение экрана"": ""2304x1440, широкоформатный"", ""Тип жесткого диска"": ""SSD"", ""Беспроводная связь"": ""Wi-Fi 802.11ac, Bluetooth"", ""Оперативная память"": ""8 Гб, DDR3"", ""Производительность"": ""1200 МГц, 2 ядра"", ""Особенности корпуса"": ""металлический"", ""Операционная система"": ""macOS"", ""Клавиатура и управление"": ""Touchpad, подсветка клавиатуры"", ""Общий объем накопителей"": ""256 ГБ"", ""Объем первого накопителя"": ""256 ГБ"", ""Светодиодная подсветка экрана"": ""да""}",2020-04-29
511,1306850,ноутбук,intel core i3 7020u,2300,2,intel hd graphics 620 + amd radeon 530,4,DDR4,false,1000,"{""Вес"": ""2.2 кг"", ""Тип"": ""ноутбук"", ""Звук"": ""микрофон, колонки"", ""Цвет"": ""серый"", ""Входы"": ""микрофонный/выход на наушники Combo"", ""Выходы"": ""HDMI"", ""Камера"": ""есть"", ""Процессор"": ""Intel Core i3 7020U"", ""Тип экрана"": ""матовый"", ""Видеокарта"": ""встроенная видеокарта Intel HD Graphics 620 + дискретная видеокарта AMD Radeon 530"", ""Интерфейсы"": ""USB Type-C"", ""Поддержка 3D"": ""нет"", ""Аккумулятор"": ""Li-ion"", ""Видеопамять"": ""2048 Мб"", ""Объем кэша L3"": ""3 Мб"", ""Сетевая карта"": ""1000 Мбит/c"", ""Габариты (ДхШхТ)"": ""260x378x22.9 мм"", ""Сенсорный экран"": ""нет"", ""Диагональ экрана"": ""15.6 дюйм"", ""Оптический привод"": ""отсутствует"", ""Разрешение экрана"": ""1366x768, широкоформатный"", ""Тип жесткого диска"": ""HDD"", ""Беспроводная связь"": ""Wi-Fi 802.11b/g/n, Bluetooth 4.1"", ""Оперативная память"": ""4 Гб, DDR4"", ""Производительность"": ""2300 МГц, 2 ядра"", ""Операционная система"": ""DOS"", ""Клавиатура и управление"": ""Touchpad"", ""Общий объем накопителей"": ""1000 ГБ"", ""Количество слотов памяти"": ""1"", ""Объем первого накопителя"": ""1000 ГБ"", ""Количество интерфейсов USB 3.1"": ""1"", ""Поддерживаемые карты памяти"": ""SDXC"", ""Устройство для чтения Flash-карт"": ""да"", ""Светодиодная подсветка экрана"": ""да""}",2020-04-29
512,1307172,игровой ноутбук,intel core i5 9300h,2400,4,intel uhd graphics 630 + nvidia geforce gtx 1650,6,DDR4,true,512,"{""Вес"": ""2.41 кг"", ""Тип"": ""игровой ноутбук"", ""Звук"": ""микрофон, колонки"", ""Цвет"": ""черный"", ""Входы"": ""микрофонный/выход на наушники Combo"", ""Выходы"": ""RJ-45"", ""Камера"": ""да"", ""Процессор"": ""Intel Core i5 9300H"", ""Видеокарта"": ""встроенная Intel UHD Graphics 630 + дискретная NVIDIA GeForce GTX 1650"", ""Интерфейсы"": ""USB Type-C"", ""Аккумулятор"": ""Li-Ion 70 вТч"", ""Видеопамять"": ""4 Гб"", ""Объем кэша L3"": ""8 Мб"", ""Сетевая карта"": ""1000 Мбит/c"", ""Частота памяти"": ""2666 МГц"", ""Сенсорный экран"": ""нет"", ""Диагональ экрана"": ""15.6 дюйм"", ""Оптический привод"": ""отсутствует"", ""Разрешение экрана"": ""1920x1080"", ""Тип жесткого диска"": ""SSD"", ""Беспроводная связь"": ""Wi-Fi 802.11ac/a/b/g/n, Bluetooth 5.0"", ""Оперативная память"": ""16 Гб, DDR4"", ""Производительность"": ""2400 МГц, 4 ядра"", ""Операционная система"": ""DOS"", ""Клавиатура и управление"": ""подсветка клавиш"", ""Общий объем накопителей"": ""512 ГБ"", ""Количество слотов памяти"": ""2"", ""Объем первого накопителя"": ""512 ГБ"", ""Количество интерфейсов USB 3.1"": ""3"", ""Поддерживаемые карты памяти"": ""SDXC"", ""Устройство для чтения Flash-карт"": ""да""}",2020-04-29
513,100023226,ноутбук,intel core i5 8265u,,,,8,DDR4,true,256,"{""Вес"": ""1.2 кг"", ""Тип"": ""ноутбук"", ""Звук"": ""колонки, микрофон"", ""Цвет"": ""золотистый"", ""Входы"": ""микрофонный/выход на наушники Combo"", ""Камера"": ""1.3 Мпикс"", ""Процессор"": ""Intel Core i5 8265U"", ""Тип экрана"": ""глянцевый"", ""Аккумулятор"": ""Li-Ion, 53 Вт"", ""Объем кэша L3"": ""6 Мб"", ""Габариты (ДхШхТ)"": ""30.7x21.1x1.4 см"", ""Диагональ экрана"": ""13.3 дюйм"", ""Оптический привод"": ""отсутствует"", ""Разрешение экрана"": ""1920x1080 пикс"", ""Тип жесткого диска"": ""SSD"", ""Оперативная память"": ""8 Гб, DDR4"", ""Операционная система"": ""Windows 10 Home x64"", ""Общий объем накопителей"": ""256 ГБ"", ""Количество интерфейсов USB 3.0"": ""2""}",2020-04-29
514,1306722,ноутбук,intel core i5 8300h,2300,4,nvidia geforce gtx 1050 + intel hd graphics 630,8,DDR4,false,1016,"{""Вес"": ""2.3 кг"", ""Тип"": ""ноутбук"", ""Звук"": ""микрофон, колонки"", ""Цвет"": ""черный"", ""Входы"": ""микрофонный/выход на наушники Combo"", ""Камера"": ""есть, веб-камера"", ""Процессор"": ""Intel Core i5 8300H"", ""Видеокарта"": ""дискретная видеокарта NVIDIA GeForce GTX 1050 + встроенная видеокарта Intel HD Graphics 630"", ""Поддержка 3D"": ""нет"", ""Аккумулятор"": ""3 ячейки, 52.5 Вт⋅ч"", ""Время работы"": ""9.5 ч"", ""Частота памяти"": ""2400 МГц"", ""Габариты (ДхШхТ)"": ""365x260x24 мм"", ""Диагональ экрана"": ""15.6 дюйм"", ""Разрешение экрана"": ""1920x1080, широкоформатный"", ""Тип жесткого диска"": ""HDD"", ""Беспроводная связь"": ""Wi-Fi 802.11 ac, Bluetooth 4.1"", ""Оперативная память"": ""8 Гб, DDR4"", ""Производительность"": ""2300 МГц, 4 ядра"", ""Операционная система"": ""Win 10"", ""Клавиатура и управление"": ""Touchpad, с подсветкой"", ""Общий объем накопителей"": ""1016 ГБ"", ""Объем второго накопителя"": ""16 ГБ"", ""Объем первого накопителя"": ""1000 ГБ"", ""Количество интерфейсов USB 3.0"": ""3"", ""Количество интерфейсов USB 3.1"": ""1"", ""Светодиодная подсветка экрана"": ""да""}",2020-04-29
515,100002100,ноутбук,intel core i5 8265u,1600,4,intel uhd graphics 620,6,DDR4,true,512,"{""Вес"": ""1.8 кг"", ""Тип"": ""ноутбук"", ""Звук"": ""микрофон, колонки"", ""Цвет"": ""черный"", ""Входы"": ""микрофонный/выход на наушники Combo"", ""Выходы"": ""HDMI, RJ-45"", ""Камера"": ""есть"", ""Процессор"": ""Intel Core i5 8265U"", ""Видеокарта"": ""встроенная Intel UHD Graphics 620"", ""Интерфейсы"": ""USB Type-C"", ""Аккумулятор"": ""45 Втч"", ""Габариты (ДхШхТ)"": ""235x335x22.5 мм"", ""Сенсорный экран"": ""нет"", ""Диагональ экрана"": ""14 дюйм"", ""Оптический привод"": ""отсутствует"", ""Разрешение экрана"": ""1920x1080, широкоформатный"", ""Тип жесткого диска"": ""SSD"", ""Беспроводная связь"": ""Wi-Fi 802.11ac, Bluetooth 4.2"", ""Оперативная память"": ""16 Гб, DDR4"", ""Производительность"": ""1600 МГц, 4 ядра"", ""Операционная система"": ""Win 10"", ""Общий объем накопителей"": ""512 ГБ"", ""Количество интерфейсов USB 3.1"": ""2"", ""Поддерживаемые карты памяти"": ""microSD"", ""Устройство для чтения Flash-карт"": ""да""}",2020-04-29
516,1307528,игровой ноутбук,intel core i7 9750h,2600,6,intel uhd graphics 630 + nvidia geforce gtx 1650,6,DDR4,true,512,"{""Вес"": ""1.85 кг"", ""Тип"": ""игровой ноутбук"", ""Звук"": ""микрофон, колонки"", ""Цвет"": ""черный"", ""Входы"": ""микрофонный/выход на наушники Combo"", ""Выходы"": ""HDMI, DisplayPort"", ""Камера"": ""есть, веб-камера"", ""Процессор"": ""Intel Core i7 9750H"", ""Тип экрана"": ""TFT IPS"", ""Видеокарта"": ""встроенная видеокарта Intel UHD Graphics 630 + дискретная видеокарта NVIDIA GeForce GTX 1650"", ""Интерфейсы"": ""USB Type-C"", ""Аккумулятор"": ""Li-Ion"", ""Видеопамять"": ""4 Гб"", ""Сетевая карта"": ""встроенная сетевая карта, 10/100/1000 Мбит/c"", ""Частота памяти"": ""2666 МГц"", ""Сенсорный экран"": ""нет"", ""Диагональ экрана"": ""15.6 дюйм"", ""Разрешение экрана"": ""1920x1080, широкоформатный"", ""Тип жесткого диска"": ""SSD"", ""Беспроводная связь"": ""Wi-Fi, Bluetooth 4.2"", ""Оперативная память"": ""16 GB DDR4"", ""Производительность"": ""2600 МГц, 6 ядер"", ""Операционная система"": ""Без ОС"", ""Общий объем накопителей"": ""512 ГБ"", ""Количество слотов памяти"": ""2"", ""Объем первого накопителя"": ""512 ГБ"", ""Количество интерфейсов USB 3.1"": ""3""}",2020-04-29
517,1307426,ноутбук,intel core i7 8565u,1800,4,intel uhd graphics 620,6,DDR4,true,512,"{""Вес"": ""1.75 кг"", ""Тип"": ""ноутбук"", ""Звук"": ""микрофон, колонки"", ""Цвет"": ""черный"", ""Входы"": ""микрофонный/выход на наушники Combo"", ""Выходы"": ""HDMI"", ""Камера"": ""веб-камера"", ""Процессор"": ""Intel Core i7 8565U"", ""Тип экрана"": ""TFT IPS"", ""Видеокарта"": ""встроенная видеокарта Intel UHD Graphics 620"", ""Интерфейсы"": ""USB Type-C"", ""Аккумулятор"": ""Li-Ion, 3 ячейки батареи"", ""Объем кэша L3"": ""8 Мб"", ""Сетевая карта"": ""встроенная сетевая карта, 10/100/1000 Мбит/c"", ""Частота памяти"": ""2400 МГц"", ""Габариты (ДхШхТ)"": ""248x366x19 мм"", ""Сенсорный экран"": ""нет"", ""Диагональ экрана"": ""15.6 дюйм"", ""Оптический привод"": ""отсутствует"", ""Разрешение экрана"": ""1920x1080, широкоформатный"", ""Тип жесткого диска"": ""SSD"", ""Беспроводная связь"": ""Wi-Fi, Bluetooth"", ""Оперативная память"": ""16 Гб, DDR4"", ""Производительность"": ""1800 МГц, 4 ядра (4600 МГц в режиме Turbo)"", ""Интерфейс накопителя"": ""M.2"", ""Операционная система"": ""Win 10"", ""Общий объем накопителей"": ""512 ГБ"", ""Количество слотов памяти"": ""1"", ""Объем первого накопителя"": ""512 ГБ"", ""Максимальный размер памяти"": ""32 ГБ"", ""Количество интерфейсов USB 3.0"": ""2"", ""Поддерживаемые карты памяти"": ""microSD"", ""Устройство для чтения Flash-карт"": ""да"", ""Светодиодная подсветка экрана"": ""да""}",2020-04-29
518,100170431,ноутбук,intel core i5 8265u,1600,4,intel uhd graphics 620,6,LPDDR3,true,256,"{""Вес"": ""1 кг"", ""Тип"": ""ноутбук"", ""Звук"": ""микрофон, колонки"", ""Цвет"": ""черный"", ""Входы"": ""микрофонный/выход на наушники Combo"", ""Выходы"": ""HDMI"", ""Камера"": ""HD 720"", ""Процессор"": ""Intel Core i5 8265U"", ""Тип экрана"": ""матовый"", ""Видеокарта"": ""встроенная Intel UHD Graphics 620"", ""Интерфейсы"": ""USB Type-C"", ""Аккумулятор"": ""51 Втч"", ""Частота памяти"": ""2133 МГц"", ""Габариты (ДхШхТ)"": ""217x323x14.95 мм"", ""Диагональ экрана"": ""14 дюйм"", ""Оптический привод"": ""отсутствует"", ""Разрешение экрана"": ""1920x1080, широкоформатный"", ""Тип жесткого диска"": ""SSD"", ""Беспроводная связь"": ""Wi-Fi 802.11ac, Bluetooth 5.0"", ""Оперативная память"": ""16 Гб, LPDDR3"", ""Производительность"": ""1600 МГц, 4 ядра"", ""Операционная система"": ""Win 10 Pro"", ""Дополнительные функции"": ""поддержка NFC"", ""Клавиатура и управление"": ""Touchpad, подсветка клавиатуры"", ""Общий объем накопителей"": ""256 ГБ"", ""Количество интерфейсов USB 3.1"": ""2"", ""Устройство для чтения Flash-карт"": ""нет"", ""Светодиодная подсветка экрана"": ""да""}",2020-04-29
