p_id,category_name,p_source_id,title,price,brand,rating,reviews_quantity,cpu,cpu_rate,hertz,cores,gpu,gpu_rate,ram,ram_type,ssd,drive_size,url
5870,desktops,1480537,Smart Argus черный,287100,Smart,0,0,8400t,65,,6,nvidia geforce gtx 1050,54,8,,true,1120,https://kaspi.kz/shop/p/smart-argus-chernyi-1480537/?c=750000000
6133,desktops,1401652,HP Europe ProOne 400 G3 AiO 2KL19EA черный,268848,HP,0,0,intel core i5 7500t,70,2700,4,intel hd graphics 630,21,4,,false,500,https://kaspi.kz/shop/p/hp-europe-proone-400-g3-aio-2kl19ea-chernyi-1401652/?c=750000000
6295,desktops,1480214,ALSER Universal 812 черный,179990,ALSER,0,0,intel core i3 7100,72,3900,2,nvidia geforce gt 730,15,4,,false,1000,https://kaspi.kz/shop/p/alser-universal-812-chernyi-1480214/?c=750000000
6692,desktops,1480178,HP 290 G2 3ZD21EA черный,259657,HP,0,0,intel core i3 8100,64,2700,4,intel hd graphics 630,21,4,,false,1000,https://kaspi.kz/shop/p/hp-290-g2-3zd21ea-chernyi-1480178/?c=750000000
6801,desktops,1480033,HP Europe ProOne 400 G3 AiO 2KL13EA черный,273185,HP,0,0,intel core i5 7500,72,3400,4,intel hd graphics 630,21,4,,false,1000,https://kaspi.kz/shop/p/hp-europe-proone-400-g3-aio-2kl13ea-chernyi-1480033/?c=750000000
6950,desktops,1480621,HP EliteOne 800 G4 AiO 4KX23EA серебристый-черный,395082,HP,0,0,intel core i5 8500,69,3000,6,intel hd graphics 630,21,8,,true,256,https://kaspi.kz/shop/p/hp-eliteone-800-g4-aio-4kx23ea-serebristyi-chernyi-1480621/?c=750000000
7151,desktops,1480176,HP ProDesk 400 G5 MT 4HR60EA черный,246685,HP,10,1,intel core i5 8500,69,3000,6,intel hd graphics 630,21,4,,,1000,https://kaspi.kz/shop/p/hp-prodesk-400-g5-mt-4hr60ea-chernyi-1480176/?c=750000000
7290,desktops,1480774,Lenovo ThinkCentre M710q 10T7004ERU черный,322811,Lenovo,0,0,intel core i5 8400t,65,1700,6,intel uhd graphics 630,21,4,,false,500,https://kaspi.kz/shop/p/lenovo-thinkcentre-m710q-10t7004eru-chernyi-1480774/?c=750000000
7301,desktops,1480781,GIGABYTE Brix GB-BLPD-5005R черный,97092,GIGABYTE,0,0,intel pentium j5005,44,2800,4,intel uhd graphics 600,18,0,,,,https://kaspi.kz/shop/p/gigabyte-brix-gb-blpd-5005r-chernyi-1480781/?c=750000000
7487,desktops,1480161,Acer Extensa X2610G DT.X0MMC.010 черный,109990,Acer,8,6,intel celeron j3060,55,1600,2,intel uma,18,4,,false,500,https://kaspi.kz/shop/p/acer-extensa-x2610g-dt-x0mmc-010-chernyi-1480161/?c=750000000
7521,desktops,1480481,DELL OptiPlex 3060 210-AKHO 4 черный,315261,DELL,0,0,intel core i3 7100,72,3900,,intel hd graphics 630,21,4,,false,500,https://kaspi.kz/shop/p/dell-optiplex-3060-210-akho-4-chernyi-1480481/?c=750000000
7572,desktops,100008587,PULSER Standard 47 черный,105615,PULSER,8,1,intel pentium gold g5400,62,3700,2,intel uhd graphics 610,19,8,,false,1000,https://kaspi.kz/shop/p/pulser-standard-47-chernyi-100008587/?c=750000000
7580,desktops,100008440,PULSER Standard 59 черный,153200,PULSER,10,1,intel сore i3-8100,64,3600,4,intel uhd graphics 630,21,8,,true,1240,https://kaspi.kz/shop/p/pulser-standard-59-chernyi-100008440/?c=750000000
7585,desktops,100058755,PULSER Standard 72 черный,192390,PULSER,10,1,intel сore i5 9400,67,2900,6,hd 630,21,8,,true,480,https://kaspi.kz/shop/p/pulser-standard-72-chernyi-100058755/?c=750000000
7635,desktops,1480477,Apple Mac Mini MRTR2 серый,459990,Apple,0,0,intel core i3 8100,64,3600,4,intel uhd graphics 630,21,8,,true,128,https://kaspi.kz/shop/p/apple-mac-mini-mrtr2-seryi-1480477/?c=750000000
7679,desktops,100040206,HP 290 G2 MT 4CZ39EA черный,284266,HP,0,0,intel core i5-8500,69,3000,6,intel uhd graphics 630,21,4,,false,1000,https://kaspi.kz/shop/p/hp-290-g2-mt-4cz39ea-chernyi-100040206/?c=750000000
7698,desktops,1480631,ASUS VivoMini VC66 VC66-BB312M,213825,ASUS,0,0,intel core i3 7100,72,3900,2,intel hd graphics 520,18,0,,,,https://kaspi.kz/shop/p/asus-vivomini-vc66-vc66-bb312m-1480631/?c=750000000
7779,desktops,100034381,PULSER Standard 45 черный,95170,PULSER,0,0,intel pentium g5400,62,3700,2,intel uhd graphics 610,19,4,,true,240,https://kaspi.kz/shop/p/pulser-standard-45-chernyi-100034381/?c=750000000
7819,desktops,100007868,Lenovo ThinkCentre M810z 10Q1S28N00 черный,445590,Lenovo,0,0,intel core i7 7700,76,3600,4,intel hd graphics 630,21,8,,false,500,https://kaspi.kz/shop/p/lenovo-thinkcentre-m810z-10q1s28n00-chernyi-100007868/?c=750000000
7822,desktops,100040166,HP ProDesk 400 G6 MT 7EL63EA черный,281375,HP,0,0,intel core i3-9100,67,3600,4,intel hd graphics 630,21,4,,false,1000,https://kaspi.kz/shop/p/hp-prodesk-400-g6-mt-7el63ea-chernyi-100040166/?c=750000000
7842,desktops,1480429,Acer Veriton EX2620G черный,94790,Acer,0,0,intel pentium j5005,44,1500,4,intel hd graphics 605,17,4,,,500,https://kaspi.kz/shop/p/acer-veriton-ex2620g-chernyi-1480429/?c=750000000
7853,desktops,1480620,DELL Vostro 3470 210-AOKB_N314VD черный,290755,DELL,0,0,intel core i5 8400,66,2800,4,intel uhd graphics 630,21,4,,false,1000,https://kaspi.kz/shop/p/dell-vostro-3470-210-aokb-n314vd-chernyi-1480620/?c=750000000
7934,desktops,1480385,Apple Mac Mini MRTR2RU/A серый,459990,Apple,0,0,intel core i3 8100,64,3600,4,intel uhd graphics 630,21,8,,true,128,https://kaspi.kz/shop/p/apple-mac-mini-mrtr2ru-a-seryi-1480385/?c=750000000
7971,desktops,1480775,Avalon Delta RX-Game G31 черный,214990,Avalon,0,0,intel core i3 7100,72,3900,2,radeon rx 570,66,4,,,500,https://kaspi.kz/shop/p/avalon-delta-rx-game-g31-chernyi-1480775/?c=750000000
8207,desktops,1480723,Game 2551 черный,269990,ПК,0,0,intel core i3 7100,72,3900,,radeon rx 570,66,8,,false,1000,https://kaspi.kz/shop/p/game-2551-chernyi-1480723/?c=750000000
8270,desktops,100022125,HP M01-D0052ur 8RU00EA черный,199900,HP,0,0,intel core i3-8100,64,3600,4,intel uhd graphics 630,21,4,,true,256,https://kaspi.kz/shop/p/hp-m01-d0052ur-8ru00ea-chernyi-100022125/?c=750000000
8316,desktops,1480789,HP 290 G2 MT 4NU20EA черный,197530,HP,0,0,intel core i3-8100,64,3600,4,intel hd graphics,15,8,,false,1000,https://kaspi.kz/shop/p/hp-290-g2-mt-4nu20ea-chernyi-1480789/?c=750000000
8401,desktops,1480764,HP EliteOne 800 G4 AiO 4KX16EA серебристый,687627,HP,0,0,intel core i7 8700,71,3200,6,intel uhd graphics 630,21,8,,false,1000,https://kaspi.kz/shop/p/hp-eliteone-800-g4-aio-4kx16ea-serebristyi-1480764/?c=750000000
8418,desktops,100010130,PULSER Standard 50 черный,125345,PULSER,0,0,intel core i3 6100,66,3700,2,intel hd 530,17,4,,false,1000,https://kaspi.kz/shop/p/pulser-standard-50-chernyi-100010130/?c=750000000
8569,desktops,1401726,HP Europe ProOne 600 G3 AiO NT 2KR76EA черный,369900,HP,0,0,7100,72,3900,,hd 630,21,4,,,1000,https://kaspi.kz/shop/p/hp-europe-proone-600-g3-aio-nt-2kr76ea-chernyi-1401726/?c=750000000
8678,desktops,100045440,HP Pavilion 24-xa0060ur 7KG69EA белый,347900,HP,0,0,intel core i3 9100t,66,3100,4,intel uhd graphics 630,21,4,,,1000,https://kaspi.kz/shop/p/hp-pavilion-24-xa0060ur-7kg69ea-belyi-100045440/?c=750000000
8694,desktops,1480343,HP All-in-One 22-c0079ur 4UE81EA черный,299900,HP,10,2,intel core i3 8130u,59,2200,2,intel uhd graphics 620,20,4,,false,1000,https://kaspi.kz/shop/p/hp-all-in-one-22-c0079ur-4ue81ea-chernyi-1480343/?c=750000000
8772,desktops,100063171,HP Pavilion All-in-One 27-xa0101ur 7KF03EA белый,449900,HP,0,0,9400t,64,1800,6,intel uhd graphics 630,21,8,,false,1000,https://kaspi.kz/shop/p/hp-pavilion-all-in-one-27-xa0101ur-7kf03ea-belyi-100063171/?c=750000000
8774,desktops,100065446,Белый Ветер WW6 черный,96700,Белый Ветер,0,0,amd athlon 200ge,40,3200,2,amd radeon vega 3,18,4,,true,128,https://kaspi.kz/shop/p/belyi-veter-ww6-chernyi-100065446/?c=750000000
8800,desktops,1480552,HP 22 AiO 22-c0091ur 5GY54EA черный,256990,HP,0,0,intel core i3 8130u,59,2200,4,intel uhd graphics 620,20,4,,false,1000,https://kaspi.kz/shop/p/hp-22-aio-22-c0091ur-5gy54ea-chernyi-1480552/?c=750000000
8802,desktops,100042637,HP Europe ProDesk 400 G6 7EL80EA черный,428282,HP,10,1,intel core i7-9700,68,3000,8,amd radeon r7 430 + intel hd graphics 630,20,8,,false,1000,https://kaspi.kz/shop/p/hp-europe-prodesk-400-g6-7el80ea-chernyi-100042637/?c=750000000
8853,desktops,100010110,PULSER Standard 55 черный,120990,PULSER,9,1,intel core i3 8100,64,3600,4,intel uhd 630,20,8,,false,1000,https://kaspi.kz/shop/p/pulser-standard-55-chernyi-100010110/?c=750000000
8935,desktops,1401637,HP Europe ProOne 600 G3 AiO 2KR77EA черный,529900,HP,0,0,intel core i7 7700,76,3600,4,intel hd graphics 630,21,8,,true,1256,https://kaspi.kz/shop/p/hp-europe-proone-600-g3-aio-2kr77ea-chernyi-1401637/?c=750000000
8992,desktops,1480282,HP Pavilion 24-xa0022ur 4UE83EA серебристый,433900,HP,10,1,intel core i3-8100t,72,3100,4,nvidia geforce 130mx,42,4,,false,1000,https://kaspi.kz/shop/p/hp-pavilion-24-xa0022ur-4ue83ea-serebristyi-1480282/?c=750000000
9004,desktops,1480412,HP ProDesk 400 G5 MT 4VF03EA черный,199900,HP,0,0,intel core i3 8100,64,3600,4,intel hd graphics 630,21,4,,false,500,https://kaspi.kz/shop/p/hp-prodesk-400-g5-mt-4vf03ea-chernyi-1480412/?c=750000000
9030,desktops,100093503,Lenovo IdeaCentre A540-27ICB F0EK005MRU черный,449900,Lenovo,10,0,9100t,66,3100,4,intel uhd graphics 630,21,8,,false,1000,https://kaspi.kz/shop/p/lenovo-ideacentre-a540-27icb-f0ek005mru-chernyi-100093503/?c=750000000
9067,desktops,100119018,Lenovo IdeaCentre A340-22ICK F0ER004JRK черный,261125,Lenovo,0,0,intel core i3 8100t,72,3100,4,intel uhd graphics 630,21,8,,false,1000,https://kaspi.kz/shop/p/lenovo-ideacentre-a340-22ick-f0er004jrk-chernyi-100119018/?c=750000000
9117,desktops,100118973,Lenovo IdeaCentre A340-24ICK F0ER004JRK черный,259900,Lenovo,0,0,intel core i3 8100t,72,3100,4,intel uhd graphics 630,21,8,,false,1000,https://kaspi.kz/shop/p/lenovo-ideacentre-a340-24ick-f0er004jrk-chernyi-100118973/?c=750000000
9125,desktops,100119070,Lenovo IdeaCentre A340-22ICK F0ES005JRU черный,241870,Lenovo,0,0,intel core i3-9100t,66,3100,4,intel uhd graphics 630,21,4,,false,1000,https://kaspi.kz/shop/p/lenovo-ideacentre-a340-22ick-f0es005jru-chernyi-100119070/?c=750000000
9145,desktops,100085447,PULSER Extreme 10 черный,998000,PULSER,0,0,amd ryzen 9 3900,64,3100,,rtx 2080 super,91,2,,true,2480,https://kaspi.kz/shop/p/pulser-extreme-10-chernyi-100085447/?c=750000000
9298,desktops,1480657,HP EliteDesk 800 G4 4QT37AW черный,316547,HP,0,0,intel core i5 8500,69,3000,6,intel hd graphics,15,8,,false,1000,https://kaspi.kz/shop/p/hp-elitedesk-800-g4-4qt37aw-chernyi-1480657/?c=750000000
9427,desktops,100151922,HP EliteOne 800G4 NT AiO 4KX70EA серебристый,609899,HP,0,0,intel core i5-8500,69,3000,6,intel uhd graphics 630,21,8,,true,256,https://kaspi.kz/shop/p/hp-eliteone-800g4-nt-aio-4kx70ea-serebristyi-100151922/?c=750000000
9452,desktops,1480661,HP 200 G3 3VA39EA серебристый-белый,299900,HP,0,0,intel core i3 8130u,59,2400,2,intel uhd graphics 620,20,4,,false,1000,https://kaspi.kz/shop/p/hp-200-g3-3va39ea-serebristyi-belyi-1480661/?c=750000000
9458,desktops,1480670,HP All-in-One 24-f0073ur 4PL63EA черный,303900,HP,0,0,8130u,59,2200,2,intel uhd graphics 620,20,4,,false,1000,https://kaspi.kz/shop/p/hp-all-in-one-24-f0073ur-4pl63ea-chernyi-1480670/?c=750000000
9482,desktops,1480769,Lenovo IdeaCentre A340-24ICB F0E60027RK черный,279900,Lenovo,10,1,intel core i3 8100t,72,3100,4,intel uhd graphics 630 + amd radeon 530,35,4,,false,1000,https://kaspi.kz/shop/p/lenovo-ideacentre-a340-24icb-f0e60027rk-chernyi-1480769/?c=750000000
9619,desktops,1480635,GIGABYTE Brix GB-BRi7H-8550 черный,269406,GIGABYTE,0,0,intel core i7 8550u,64,4000,4,intel uhd graphics 620,20,0,,,,https://kaspi.kz/shop/p/gigabyte-brix-gb-bri7h-8550-chernyi-1480635/?c=750000000
9685,desktops,100119105,Lenovo IdeaCentre A340-24ICK F0ER0068RK черный,377010,Lenovo,0,0,intel core i5 9400t,64,1800,6,amd radeon 530 + intel uhd graphics 630,35,8,,false,1000,https://kaspi.kz/shop/p/lenovo-ideacentre-a340-24ick-f0er0068rk-chernyi-100119105/?c=750000000
9875,desktops,1480681,HP 290 G2 4VF88EA + V214a черный,345853,HP,10,1,8100,64,3600,4,intel uhd graphics 630,21,4,,false,1000,https://kaspi.kz/shop/p/hp-290-g2-4vf88ea-v214a-chernyi-1480681/?c=750000000
10155,desktops,100022182,DELL OptiPlex 5070 MT 210-ASCZ черный,295900,DELL,0,0,intel core i5-9500,68,3000,6,intel uhd graphics 630,21,4,,false,1000,https://kaspi.kz/shop/p/dell-optiplex-5070-mt-210-ascz-chernyi-100022182/?c=750000000
10367,desktops,1401706,HP 600 G3 MT 1KB32EA черный,319500,HP,10,1,intel core i5 7500,72,3400,4,intel hd graphics 630,21,4,,false,1000,https://kaspi.kz/shop/p/hp-600-g3-mt-1kb32ea-chernyi-1401706/?c=750000000
10535,desktops,100046238,HP Pavilion All-in-One 27-xa0091ur 7JU31EA белый,359900,HP,0,0,9100t,66,3100,4,intel uhd graphics 630,21,4,,true,128,https://kaspi.kz/shop/p/hp-pavilion-all-in-one-27-xa0091ur-7ju31ea-belyi-100046238/?c=750000000
10536,desktops,100046244,HP Pavilion 27-xa0049ur 7KF31EA белый,418900,HP,0,0,9100t,66,3100,4,intel uhd graphics 630,21,4,,true,256,https://kaspi.kz/shop/p/hp-pavilion-27-xa0049ur-7kf31ea-belyi-100046244/?c=750000000
10539,desktops,100063260,HP Pavilion All-in-One 24-xa0077ur 8XH14EA белый,369900,HP,10,1,9400t,64,1800,6,intel uhd graphics 630,21,4,,false,1000,https://kaspi.kz/shop/p/hp-pavilion-all-in-one-24-xa0077ur-8xh14ea-belyi-100063260/?c=750000000
10618,desktops,1480177,HP ProDesk 400 G5 MT 4HR93EA черный,234900,HP,0,0,intel core i3 8100,64,2700,4,intel hd graphics 630,21,4,,false,1000,https://kaspi.kz/shop/p/hp-prodesk-400-g5-mt-4hr93ea-chernyi-1480177/?c=750000000
10703,desktops,1480653,HP ProDesk 400 G5 SFF 4CZ79EA черный,281900,HP,0,0,intel core i5 8500,69,3000,6,intel uhd graphics 630,21,4,,false,1000,https://kaspi.kz/shop/p/hp-prodesk-400-g5-sff-4cz79ea-chernyi-1480653/?c=750000000
10725,desktops,1480675,HP All-in-One 20-c432ur 7JT13EA белый,196900,HP,0,0,celeron j4005,44,2000,2,intel uhd graphics 600,18,4,,false,500,https://kaspi.kz/shop/p/hp-all-in-one-20-c432ur-7jt13ea-belyi-1480675/?c=750000000
10726,desktops,1480676,HP Pavilion All-in-One 27-xa0100ur 7JW36EA белый,428900,HP,0,0,9400t,64,1800,6,intel uhd graphics 630,21,8,,,1000,https://kaspi.kz/shop/p/hp-pavilion-all-in-one-27-xa0100ur-7jw36ea-belyi-1480676/?c=750000000
10732,desktops,1480700,HP 290 G2 3ZD21EA + V214a черный,239900,HP,0,0,8100,64,3600,4,intel uhd graphics 630,21,4,,false,1000,https://kaspi.kz/shop/p/hp-290-g2-3zd21ea-v214a-chernyi-1480700/?c=750000000
10807,desktops,100078784,Acer Aspire C27-865 DQ.BCPMC.008 серебристый,328900,Acer,10,1,intel core i3 8130u,59,2200,,intel uhd graphics 620 + nvidia geforce mx130,42,4,,,1000,https://kaspi.kz/shop/p/acer-aspire-c27-865-dq-bcpmc-008-serebristyi-100078784/?c=750000000
10817,desktops,100008550,PULSER Standard 75 черный,230422,PULSER,10,14,intel сore i5-9400f,56,2900,6,geforce gtx 1030 2gb,50,8,,true,1240,https://kaspi.kz/shop/p/pulser-standard-75-chernyi-100008550/?c=750000000
10887,desktops,100028397,HP Pro One 440 G4 4NU45EA черный,366500,HP,10,1,8500t,64,3500,6,intel uhd graphics 630,21,8,,,1000,https://kaspi.kz/shop/p/hp-pro-one-440-g4-4nu45ea-chernyi-100028397/?c=750000000
11016,desktops,100045469,HP Pavilion All-in-One 24-24-f1020ur 8XN15EA черный,256900,HP,10,0,amd ryzen 5 3500u,70,2100,4,radeon vega 8,40,4,,,1000,https://kaspi.kz/shop/p/hp-pavilion-all-in-one-24-24-f1020ur-8xn15ea-chernyi-100045469/?c=750000000
11043,desktops,100044203,HP ProDesk 600 G3 SFF 2SG08ES черный-серый,192241,HP,0,0,intel core i3-6100,66,3700,2,intel hd graphics 530,17,4,,false,500,https://kaspi.kz/shop/p/hp-prodesk-600-g3-sff-2sg08es-chernyi-seryi-100044203/?c=750000000
11047,desktops,100082816,DELL OptiPlex 3050 210-AKHO 4 черный,359788,DELL,0,0,intel core i3 7100,72,3900,2,intel hd graphics 630,21,4,,false,500,https://kaspi.kz/shop/p/dell-optiplex-3050-210-akho-4-chernyi-100082816/?c=750000000
11048,desktops,100082837,HP Europe ProDesk 400 G6 7EL67EA черный,336031,HP,0,0,intel core i3 9100,67,3600,4,intel uhd graphics 630,21,8,,true,256,https://kaspi.kz/shop/p/hp-europe-prodesk-400-g6-7el67ea-chernyi-100082837/?c=750000000
11049,desktops,100082266,Acer Aspire C24-865 DQ.BBTMC.004 серебристый,279004,Acer,0,0,intel core i3 8130u,59,2200,2,intel uhd graphics 620,20,8,,false,1000,https://kaspi.kz/shop/p/acer-aspire-c24-865-dq-bbtmc-004-serebristyi-100082266/?c=750000000
